secuencia,grupo,sub_grupo,presta,corr,titulo,anes1,anesben1,anes2,anesben2,anes3,anesben3,equipo,pab,NOMBRE_PRESTACIÓN,total1,bene1,total2,bene2,total3,bene3,valcir11,valcir12,valcir13,valcir21,valcir22,valcir23,valcir31,valcir32,valcir33,valcir41,valcir42,valcir43,CODIGO_PRESTACIÓN
3239,19,2,81,0,5,37580,18790,48850,30060,60130,41340,2,6,CIRUGIA DEL PRIAPISMO CUALQUIER VIA O TECNICA               ,153050,76530,198970,122450,244880,168360,122440,159176,195904,30610,39794,48976,0,0,0,0,0,0,1902081
3240,19,2,82,0,5,42030,21020,54640,33630,67250,46240,2,5,"CIRCUNCISION (INCLUYE SECCION DE FRENILLO, Y/O DE SINEQUIAS ",142620,71310,185410,114100,228190,156880,114096,148328,182552,28524,37082,45638,0,0,0,0,0,0,1902082
3242,19,2,83,0,5,39710,19860,51620,31770,63540,43690,2,5,CIRUGIA TRAUMATISMO PENEANO O CURVATURAS  ADQUIRIDAS DE LA  ,146790,73400,190830,117440,234860,161470,117432,152664,187888,29358,38166,46972,0,0,0,0,0,0,1902083
3244,19,2,84,0,5,0,0,0,0,0,0,1,4,"MEATOTOMIA HOMBRE Y/O SECCION FRENILLO Y/O INCISION DORSAL, ",20220,10110,26290,16180,32350,22240,20220,26290,32350,0,0,0,0,0,0,0,0,0,1902084
3246,19,2,85,0,5,66210,33110,86070,52970,105940,72840,2,7,IMPLANTACION PROTESIS PENEANA CUALQUIER TIPO O VIA (NO      ,276930,138470,360010,221550,443090,304630,221544,288008,354472,55386,72002,88618,0,0,0,0,0,0,1902085
3252,20,1,2,0,5,0,0,0,0,0,0,0,0,COLPOSCOPIA                                                 ,8700,4350,11310,6960,13920,9570,0,0,0,0,0,0,0,0,0,0,0,0,2001002
3253,20,1,5,0,5,0,0,0,0,0,0,1,4,HISTEROSCOPIA DIAGNOSTICA (PROC. AUT.)                      ,20960,10480,27250,16770,33540,23060,20960,27250,33540,0,0,0,0,0,0,0,0,0,2001005
3255,20,1,6,0,5,0,0,0,0,0,0,0,0,AMNIOCENTESIS                                               ,12990,6500,16890,10400,20780,14290,0,0,0,0,0,0,0,0,0,0,0,0,2001006
3256,20,1,7,0,5,0,0,0,0,0,0,1,3,CULDOCENTESIS (PUNCION DEL DOUGLAS)                         ,15890,7950,20660,12720,25420,17480,15890,20660,25420,0,0,0,0,0,0,0,0,0,2001007
3257,20,1,9,0,5,0,0,0,0,0,0,0,0,& MONITOREO BASAL CON INFORME                               ,5710,2860,7420,4570,9140,6290,0,0,0,0,0,0,0,0,0,0,0,0,2001009
3258,20,1,10,0,5,0,0,0,0,0,0,0,0,"MONITOREO FETAL ESTRESANTE, CON CONTROL PERMANENTE DEL      ",16310,8160,21200,13050,26100,17950,0,0,0,0,0,0,0,0,0,0,0,0,2001010
3260,20,1,21,0,5,0,0,0,0,0,0,0,0,CORDOCENTESIS                                               ,28760,14380,37390,23010,46020,31640,0,0,0,0,0,0,0,0,0,0,0,0,2001021
3266,20,1,12,0,5,0,0,0,0,0,0,0,0,GALACTOGRAFIA (A.C. 04-02-005)                              ,13730,6870,17850,10990,21970,15110,0,0,0,0,0,0,0,0,0,0,0,0,2001012
3267,20,1,13,0,5,0,0,0,0,0,0,0,0,HISTEROSALPINGOGRAFIA (A.C. 04-02-011)                      ,16740,8370,21760,13390,26780,18410,0,0,0,0,0,0,0,0,0,0,0,0,2001013
3269,20,1,14,0,5,0,0,0,0,0,0,1,2,"BIOPSIA ENDOMETRIO, VULVA, VAGINA, CUELLO, C/U (PROC. AUT.) ",16320,8160,21220,13060,26110,17950,16320,21220,26110,0,0,0,0,0,0,0,0,0,2001014
3270,20,1,15,0,5,0,0,0,0,0,0,0,0,& COLOCACION O EXTRACCION DE DISPOSITIVO INTRAUTERINO (NO   ,10260,5130,13340,8210,16420,11290,0,0,0,0,0,0,0,0,0,0,0,0,2001015
3272,20,1,16,0,5,0,0,0,0,0,0,1,2,ELECTRODIATERMO O CRIOCOAGULACION DE LESIONES DEL CUELLO    ,16740,8370,21760,13390,26780,18410,16740,21760,26780,0,0,0,0,0,0,0,0,0,2001016
3273,20,1,20,0,5,0,0,0,0,0,0,0,0,TEST POSTCOITAL                                             ,16740,8370,21760,13390,26780,18410,0,0,0,0,0,0,0,0,0,0,0,0,2001020
3274,20,1,22,0,5,0,0,0,0,0,0,0,0,"PUNCION EVACUADORA DE QUISTES MAMARIOS, C/S TOMA DE         ",11540,5770,15000,9230,18460,12690,0,0,0,0,0,0,0,0,0,0,0,0,2001022
3276,20,1,23,0,5,0,0,0,0,0,0,0,0,BIOPSIA ESTEREOTAXICA DIGITAL DE MAMA                       ,387830,193920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001023
3277,20,1,24,0,5,0,0,0,0,0,0,0,0,BIOPSIA CORIAL                                              ,26170,13090,34020,20940,41870,28790,0,0,0,0,0,0,0,0,0,0,0,0,2001024
3278,20,1,25,0,5,0,0,0,0,0,0,0,0,TOMA DE BIOPSIA CON AGUJA BAJO VISION ECOGRAFICA DE LA MAMA ,200930,100470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001025
3284,20,2,1,0,5,0,0,0,0,0,0,1,3,"ABSCESO Y/O HEMATOMA DE MAMA, TRAT.QUIR.                    ",36570,18290,47540,29260,58510,40230,36570,47540,58510,0,0,0,0,0,0,0,0,0,2002001
3285,20,2,2,0,5,39300,19650,51090,31440,62880,43230,3,6,MASTECTOMIA PARCIAL (CUADRANTECTOMIA O SIMILAR) O TOTAL     ,192960,96480,250850,154370,308740,212260,133076,173000,212924,33269,43250,53231,26615,34600,42585,0,0,0,2002002
3287,20,2,3,0,5,90370,45190,117480,72300,144590,99410,3,7,MASTECTOMIA RADICAL O TUMORECTOMIA C/VACIAMIENTO GANGLIONAR ,345830,172920,449580,276670,553330,380420,238503,310055,381607,59626,77514,95402,47701,62011,76321,0,0,0,2002003
3289,20,2,5,0,5,30990,15500,40290,24800,49580,34090,2,5,TUMOR BENIGNO Y/O QUISTE Y/O MAMA SUPERNUMERARIA Y/O        ,131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,2002005
3300,20,3,31,0,5,30990,15500,40290,24800,49580,34090,2,7,VIDEOLAPAROSCOPIA GINECOLOGICA EXPLORADORA (INCLUYE TOMA DE ,113420,56710,147450,90740,181470,124760,90736,117960,145176,22684,29490,36294,0,0,0,0,0,0,2003031
3304,20,3,1,0,5,41360,20680,53770,33090,66180,45500,2,7,"OOFORECTOMIA PARCIAL O TOTAL, UNI O BILATERAL (PROC. AUT.)  ",135310,67660,175900,108250,216500,148850,108248,140720,173200,27062,35180,43300,0,0,0,0,0,0,2003001
3305,20,3,2,0,5,51660,25830,67160,41330,82660,56830,2,7,"ANEXECTOMIA Y/O VAC. DE ABSCESO TUBO-OVARICO, UNI O         ",166370,83190,216280,133100,266190,183010,133096,173024,212952,33274,43256,53238,0,0,0,0,0,0,2003002
3307,20,3,3,0,5,46700,23350,60710,37360,74720,51370,2,7,"EMBARAZO TUBARIO, TRAT. QUIR.                               ",194850,97430,253310,155890,311760,214340,155880,202648,249408,38970,50662,62352,0,0,0,0,0,0,2003003
3308,20,3,4,0,5,30990,15500,40290,24800,49580,34090,2,7,LIGADURA O SECCION UNI O BILATERAL DE LAS TROMPAS           ,131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,2003004
3310,20,3,5,0,5,33640,16820,43730,26910,53820,37000,2,7,SALPINGECTOMIA UNI O BILATERAL                              ,142740,71370,185560,114190,228380,157010,114192,148448,182704,28548,37112,45676,0,0,0,0,0,0,2003005
3312,20,3,6,0,5,77500,38750,100750,62000,124000,85250,2,9,"ESTERILIDAD TUBARIA, OPERACION PLASTICA UNI O BILATERAL CON ",285990,143000,371790,228800,457580,314590,228792,297432,366064,57198,74358,91516,0,0,0,0,0,0,2003006
3314,20,3,7,0,5,51660,25830,67160,41330,82660,56830,2,8,"ESTERILIDAD TUBARIA, OPERACION PLASTICA UNI O BILATERAL SIN ",188230,94120,244700,150590,301170,207060,150584,195760,240936,37646,48940,60234,0,0,0,0,0,0,2003007
3317,20,3,8,0,5,42430,21220,55160,33950,67890,46680,2,8,MIOMECTOMIA                                                 ,158630,79320,206220,126910,253810,174500,126904,164976,203048,31726,41244,50762,0,0,0,0,0,0,2003008
3318,20,3,41,0,5,42550,21280,55320,34050,68080,46810,2,8,"EXTRACCION DE DIU INCRUSTADO, POR VIA ABDOMINAL             ",159010,79510,206710,127210,254420,174920,127208,165368,203536,31802,41342,50884,0,0,0,0,0,0,2003041
3320,20,3,9,0,5,51660,25830,67160,41330,82660,56830,3,8,HISTERECTOMIA SUBTOTAL POR VIA ABDOMINAL                    ,190390,95200,247510,152320,304620,209430,131303,170697,210082,32826,42674,52521,26261,34139,42017,0,0,0,2003009
3321,20,3,10,0,5,84970,42490,110460,67980,135950,93470,3,8,HISTERECTOMIA TOTAL O AMPLIADA POR VIA ABDOMINAL            ,431650,215830,561150,345330,690640,474820,297690,387000,476303,74422,96750,119076,59538,77400,95261,0,0,0,2003010
3322,20,3,11,0,5,54670,27340,71070,43740,87470,60140,2,8,LIGAMENTO ANCHO: ABSCESOS Y/O HEMATOMAS Y/O FLEGMONES Y/O   ,191460,95730,248900,153170,306340,210610,153168,199120,245072,38292,49780,61268,0,0,0,0,0,0,2003011
3324,20,3,12,0,5,30990,15500,40290,24800,49580,34090,2,5,"CONIZACION Y/O AMPUTACION DEL CUELLO UTERINO, DIAGNOSTICA   ",131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,2003012
3326,20,3,13,0,5,142060,71030,184680,113650,227300,156270,3,13,EXANTERACION PELVIANA ANTERIOR Y/O POSTERIOR                ,643410,321710,836430,514730,1029460,707760,443731,576848,709973,110933,144212,177493,88746,115370,141994,0,0,0,2003013
3327,20,3,14,0,5,77520,38760,100780,62020,124030,85270,3,8,HISTERECTOMIA POR VIA VAGINAL                               ,341630,170820,444120,273310,546610,375800,235607,306290,376973,58902,76572,94243,47121,61258,75394,0,0,0,2003014
3328,20,3,15,0,5,118370,59190,153880,94700,189390,130210,3,10,HISTERECTOMIA RADICAL CON DISECCION PELVIANA COMPLETA DE    ,542800,271400,705640,434240,868480,597080,374345,486648,598952,93586,121662,149738,74869,97330,119790,0,0,0,2003015
3331,20,3,16,0,5,90370,45190,117480,72300,144590,99410,3,8,"HISTERECTOMIA TOTAL C/INTERVENCION INCONTINENCIA URINARIA,  ",455240,227620,591810,364190,728380,500760,313958,408145,502331,78490,102036,125583,62792,81629,100466,0,0,0,2003016
3333,20,3,17,0,5,38700,19350,50310,30960,61920,42570,2,8,HISTEROPEXIA                                                ,131390,65700,170810,105120,210220,144530,105112,136648,168176,26278,34162,42044,0,0,0,0,0,0,2003017
3334,20,3,18,0,5,51660,25830,67160,41330,82660,56830,2,8,PLASTIA UTERINA (OPERACION DE STRASSMANN O SIMILARES)       ,173660,86830,225760,138930,277860,191030,138928,180608,222288,34732,45152,55572,0,0,0,0,0,0,2003018
3335,20,3,19,0,5,0,0,0,0,0,0,1,4,POLIPECTOMIA (UNO O MAS) (PROC. AUT.)                       ,40180,20090,52230,32140,64290,44200,40180,52230,64290,0,0,0,0,0,0,0,0,0,2003019
3336,20,3,20,0,5,0,0,0,0,0,0,1,5,"SINEQUIA Y/O ESTENOSIS CERVICAL, TRAT. QUIR.                ",74850,37430,97310,59890,119760,82340,74850,97310,119760,0,0,0,0,0,0,0,0,0,2003020
3337,20,3,30,0,5,30990,15500,40290,24800,49580,34090,2,5,DESGARRO CERVICAL TRAT. QUIR.                               ,131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,2003030
3338,20,3,40,0,5,0,0,0,0,0,0,2,5,INCOMPETENCIA CERVICAL TRAT. QUIR.                          ,148510,74260,193060,118810,237620,163370,118808,154448,190096,29702,38612,47524,0,0,0,0,0,0,2003040
3340,20,3,21,0,5,0,0,0,0,0,0,1,5,COLPOCELIOTOMIA                                             ,71080,35540,92400,56860,113730,78190,71080,92400,113730,0,0,0,0,0,0,0,0,0,2003021
3341,20,3,22,0,5,40860,20430,53120,32690,65380,44950,2,6,"INCONTINENCIA URINARIA DE ESFUERZO, TRAT. QUIR. POR VIA     ",166410,83210,216330,133130,266260,183060,133128,173064,213008,33282,43266,53252,0,0,0,0,0,0,2003022
3343,20,3,23,0,5,64530,32270,83890,51630,103250,70990,3,8,"PROLAPSO ANTERIOR Y/O POSTERIOR CON REPAR., INCONTINENCIA   ",240730,120370,312950,192590,385170,264810,166021,215827,265634,41505,53957,66409,33204,43166,53127,0,0,0,2003023
3345,20,3,24,0,5,38700,19350,50310,30960,61920,42570,2,7,PROLAPSO ANTERIOR Y/O POSTERIOR C/S TRAT. DE INCONTINENCIA  ,157640,78820,204930,126110,252220,173400,126112,163944,201776,31528,40986,50444,0,0,0,0,0,0,2003024
3347,20,3,25,0,5,0,0,0,0,0,0,1,5,"QUISTE Y/O DESGARRO Y/O TABIQUE VAGINAL, TRAT. QUIR.        ",72960,36480,94850,58370,116740,80260,72960,94850,116740,0,0,0,0,0,0,0,0,0,2003025
3349,20,3,26,0,5,0,0,0,0,0,0,1,4,"BARTOLINITIS, VACIAMIENTO Y DRENAJE (PROC. AUT.)            ",30820,15410,40070,24660,49310,33900,30820,40070,49310,0,0,0,0,0,0,0,0,0,2003026
3350,20,3,27,0,5,32730,16370,42550,26190,52370,36010,2,5,BARTOLINOCISTONEOSTOMIA O EXTIRP. DE LA GLANDULA            ,138810,69410,180450,111050,222100,152700,111048,144360,177680,27762,36090,44420,0,0,0,0,0,0,2003027
3352,20,3,28,0,5,90370,45190,117480,72300,144590,99410,3,8,VULVECTOMIA RADICAL                                         ,411460,205730,534900,329170,658340,452610,283766,368897,454027,70941,92224,113507,56753,73779,90806,0,0,0,2003028
3353,20,3,29,0,5,64530,32270,83890,51630,103250,70990,2,6,VULVECTOMIA SIMPLE                                          ,226240,113120,294110,180990,361980,248860,180992,235288,289584,45248,58822,72396,0,0,0,0,0,0,2003029
3356,20,4,1,0,5,32640,16320,42430,26110,52220,35900,1,4,"- ABORTO RETENIDO, VACIAMIENTO DE (INCLUYE LA INDUCCION EN  ",110840,55420,144090,88670,177340,121920,110840,144090,177340,0,0,0,0,0,0,0,0,0,2004001
3358,20,4,2,0,5,30900,15450,40170,24720,49440,33990,1,4,- RASPADO UTERINO DIAGNOSTICO O TERAPEUTICO POR METRORRAGIA ,98820,49410,128470,79060,158110,108700,98820,128470,158110,0,0,0,0,0,0,0,0,0,2004002
3360,20,4,7,0,5,0,0,0,0,0,0,1,2,ASPIRACION MANUAL ENDOUTERINA (AMEU)                        ,54480,27240,70820,43580,87170,59930,54480,70820,87170,0,0,0,0,0,0,0,0,0,2004007
3361,20,4,8,0,5,0,0,0,0,0,0,0,0,TRATAMIENTO FARMACOLOGICO LEY IVE (INCLUYE CONSULTA         ,17670,8840,22970,14140,28270,19440,0,0,0,0,0,0,0,0,0,0,0,0,2004008
3363,20,4,3,0,5,69860,17470,90820,38430,111780,59390,1,6,"PARTO PRESENTACION CEFALICA O PODALICA, C/S EPISIOTOMIA,    ",162120,40530,210760,89170,259390,137800,162120,210760,259390,0,0,0,0,0,0,0,0,0,2004003
3367,20,4,10,0,5,0,0,0,0,0,0,0,0,HONORARIO MATRONA POR LA ATENCION EN PREPARTO (DESDE        ,21550,5390,28020,11860,34480,18320,0,0,0,0,0,0,0,0,0,0,0,0,2004010
3370,20,4,11,0,5,0,0,0,0,0,0,0,0,HONORARIO DE MATRONA POR ATENCION INTEGRAL EN CONTROL Y     ,57030,14260,74140,31370,91250,48480,0,0,0,0,0,0,0,0,0,0,0,0,2004011
3373,20,4,12,0,5,0,0,0,0,0,0,0,0,HONORARIO MATRONA POR ATENCION EN POST PARTO.  (INCLUYE DOS ,34220,8560,44490,18830,54750,29090,0,0,0,0,0,0,0,0,0,0,0,0,2004012
3376,20,4,6,0,5,71100,17780,92430,39110,113760,60440,2,7,CESAREA C/S SALPINGOLIGADURA O SALPINGECTOMIA               ,215060,53770,279580,118290,344100,182810,172048,223664,275280,43012,55916,68820,0,0,0,0,0,0,2004006
3377,20,4,5,0,5,64350,16090,83660,35400,102960,54700,2,8,CESAREA CON HISTERECTOMIA                                   ,240050,60010,312070,132030,384080,204040,192040,249656,307264,48010,62414,76816,0,0,0,0,0,0,2004005
3378,20,4,9,0,5,0,0,0,0,0,0,0,0,FOTOTERAPIA A RECIEN NACIDOS                                ,1270,640,1650,1020,2030,1400,0,0,0,0,0,0,0,0,0,0,0,0,2004009
3383,21,1,1,0,5,0,0,0,0,0,0,0,0,"INFILTRACION LOCAL MEDICAMENTOS (BURSAS, TENDONES,          ",7120,3560,9260,5700,11390,7830,0,0,0,0,0,0,0,0,0,0,0,0,2101001
3387,21,1,2,0,5,0,0,0,0,0,0,0,0,PROCEDIMIENTO PARA EXPLORACIONES RADIOLOGICAS (INCLUYE      ,7730,3870,10050,6190,12370,8510,0,0,0,0,0,0,0,0,0,0,0,0,2101002
3389,21,1,3,0,5,31700,15850,41210,25360,50720,34870,1,5,MOVILIZACION ARTICULAR BAJO ANESTESIA GENERAL.              ,39350,19680,51160,31490,62960,43290,39350,51160,62960,0,0,0,0,0,0,0,0,0,2101003
3400,21,4,1,0,5,0,0,0,0,0,0,2,3,"ARTROSCOPIA DIAGNOSTICA C/S BIOPSIA, C/S SECCION DE BRIDAS, ",178240,89120,231710,142590,285180,196060,142592,185368,228144,35648,46342,57036,0,0,0,0,0,0,2104001
3402,21,4,2,0,5,32730,16370,42550,26190,52370,36010,2,3,"EXOSTOSIS U OSTEOCONDROMA, TRAT. QUIR.                      ",138810,69410,180450,111050,222100,152700,111048,144360,177680,27762,36090,44420,0,0,0,0,0,0,2104002
3403,21,4,3,0,5,0,0,0,0,0,0,2,3,"QUISTES SINOVIALES DE VAINAS FLEXORAS, BURSAS               ",131010,65510,170310,104810,209620,144120,104808,136248,167696,26202,34062,41924,0,0,0,0,0,0,2104003
3404,21,4,4,0,5,0,0,0,0,0,0,1,3,TRACCION HALOCRANEANA O ESTRIBO-CRANEANA (PROC. AUT.)       ,32900,16450,42770,26320,52640,36190,32900,42770,52640,0,0,0,0,0,0,0,0,0,2104004
3405,21,4,5,0,5,0,0,0,0,0,0,2,3,TRACCION HALOCRANEO-FEMORAL                                 ,131350,65680,170760,105090,210160,144490,105080,136608,168128,26270,34152,42032,0,0,0,0,0,0,2104005
3406,21,4,6,0,5,0,0,0,0,0,0,1,2,TRACCION TRANSESQUELETICA O DE PARTES BLANDAS EN ADULTOS O  ,19650,9830,25550,15730,31440,21620,19650,25550,31440,0,0,0,0,0,0,0,0,0,2104006
3409,21,4,7,0,5,30190,15100,39250,24160,48300,33210,2,4,"ARTRODESIS DE CODO O MUÑECA, C/U                            ",128090,64050,166520,102480,204940,140900,102472,133216,163952,25618,33304,40988,0,0,0,0,0,0,2104007
3410,21,4,8,0,5,39710,19860,51620,31770,63540,43690,3,5,"ARTRODESIS DE HOMBRO, CADERA,RODILLA, TOBILLO O             ",195370,97690,253980,156300,312590,214910,134738,175158,215579,33684,43790,53895,26948,35032,43116,0,0,0,2104008
3412,21,4,9,0,5,33640,16820,43730,26910,53820,37000,2,4,ARTRODESIS DE MANO O PIE C/U                                ,142740,71370,185560,114190,228380,157010,114192,148448,182704,28548,37112,45676,0,0,0,0,0,0,2104009
3417,21,4,10,0,5,56070,28040,72890,44860,89710,61680,2,6,"TRATAMIENTO COMPLETO DE FRACTURAS EXPUESTAS DE BRAZO,       ",204340,102170,265640,163470,326940,224770,163472,212512,261552,40868,53128,65388,0,0,0,0,0,0,2104010
3419,21,4,11,0,5,33640,16820,43730,26910,53820,37000,2,5,"TRATAMIENTO COMPLETO DE FRACTURAS EXPUESTAS DE MANO O PIE,  ",151700,75850,197210,121360,242720,166870,121360,157768,194176,30340,39442,48544,0,0,0,0,0,0,2104011
3422,21,4,12,0,5,33640,16820,43730,26910,53820,37000,2,5,"** OSTEITIS, RASPADO, C/S SECUESTRECTOMIA                   ",123130,61570,160070,98510,197010,135450,98504,128056,157608,24626,32014,39402,0,0,0,0,0,0,2104012
3423,21,4,13,0,5,33640,16820,43730,26910,53820,37000,2,6,"** OSTEOMIELITIS AGUDA HEMATOGENA, DRENAJE QUIRURGICO, C/S  ",151700,75850,197210,121360,242720,166870,121360,157768,194176,30340,39442,48544,0,0,0,0,0,0,2104013
3425,21,4,14,0,5,32260,16130,41940,25810,51620,35490,2,6,"OSTEOMIELITIS CRONICA HUESOS LARGOS, LEGRADO OSEO,  C/S     ",137220,68610,178390,109780,219550,150940,109776,142712,175640,27444,35678,43910,0,0,0,0,0,0,2104014
3429,21,4,15,0,5,32170,16090,41820,25740,51470,35390,2,6,ARTROTOMIA HOMBRO O CADERA C/U                              ,136780,68390,177810,109420,218850,150460,109424,142248,175080,27356,35562,43770,0,0,0,0,0,0,2104015
3430,21,4,16,0,5,33640,16820,43730,26910,53820,37000,2,5,"**ARTROTOMIA DE CODO, MUÑECA, TOBILLO O TEMPOROMANDIBULAR,  ",142740,71370,185560,114190,228380,157010,114192,148448,182704,28548,37112,45676,0,0,0,0,0,0,2104016
3432,21,4,17,0,5,39710,19860,51620,31770,63540,43690,3,6,"PSEUDOARTROSIS  INFECTADA HUESOS LARGOS, TRAT. QUIR.        ",195370,97690,253980,156300,312590,214910,134738,175158,215579,33684,43790,53895,26948,35032,43116,0,0,0,2104017
3439,21,4,18,0,5,90370,45190,117480,72300,144590,99410,3,11,AUTOTRASPLANTE OSEO MICROQUIRURGICO                         ,418760,209380,544390,335010,670020,460640,288800,375442,462082,72200,93860,115521,57760,75088,92417,0,0,0,2104018
3440,21,4,19,0,5,30990,15500,40290,24800,49580,34090,2,4,INJERTO ESPONJOSO METAFISIARIO                              ,131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,2104019
3441,21,4,20,0,5,32730,16370,42550,26190,52370,36010,2,4,INJERTOS ESPONJOSOS O CORTICO-ESPONJOSOS DE CRESTA ILIACA   ,138810,69410,180450,111050,222100,152700,111048,144360,177680,27762,36090,44420,0,0,0,0,0,0,2104020
3442,21,4,21,0,5,66210,33110,86070,52970,105940,72840,3,7,** TRANSPLANTE OSEO  (AUTO U HOMOTRANSPLANTE)               ,291840,145920,379390,233470,466940,321020,201269,261648,322027,50317,65412,80507,40254,52330,64406,0,0,0,2104021
3447,21,4,22,0,5,40860,20430,53120,32690,65380,44950,3,7,"LESIONES QUISTICAS CON FRACTURA PATOLOGICA: LEGRADO OSEO,   ",201060,100530,261380,160850,321700,221170,138662,180262,221862,34666,45066,55466,27732,36052,44372,0,0,0,2104022
3450,21,4,23,0,5,32730,16370,42550,26190,52370,36010,2,7,"LESIONES QUISTICAS INTRAOSEA: LEGRADO OSEO, C/S RELLENO DE  ",138810,69410,180450,111050,222100,152700,111048,144360,177680,27762,36090,44420,0,0,0,0,0,0,2104023
3452,21,4,24,0,5,39710,19860,51620,31770,63540,43690,3,7,"METASTASIS OSEA C/S FRACTURA PATOLOGICA, LEGRADO TUMORAL,   ",195370,97690,253980,156300,312590,214910,134738,175158,215579,33684,43790,53895,26948,35032,43116,0,0,0,2104024
3454,21,4,25,0,5,42030,21020,54640,33630,67250,46240,3,7,"TUMOR OSEO, RESECCION EN BLOQUE, C/S OSTEOSINTESIS Y/O      ",206740,103370,268760,165390,330780,227410,142579,185352,228124,35645,46338,57031,28516,37070,45625,0,0,0,2104025
3456,21,4,26,0,5,40960,20480,53250,32770,65540,45060,2,7,TUMORES O QUISTES O LESIONES PSEUDOQUISTICAS O MUSCULARES   ,139030,69520,180740,111230,222450,152940,111224,144592,177960,27806,36148,44490,0,0,0,0,0,0,2104026
3458,21,4,27,0,5,53180,26590,69130,42540,85090,58500,3,7,"TUMORES OSEOS: RESECCION EN BLOQUE, EPIFISIARIA             ",208760,104380,271390,167010,334020,229640,143973,187166,230358,35993,46791,57590,28794,37433,46072,0,0,0,2104027
3460,21,4,28,0,5,112200,56100,145860,89760,179520,123420,3,11,TUMORES PRIMARIOS O METASTASICOS VERTEBRALES:               ,519540,259770,675400,415630,831260,571490,358303,465793,573282,89576,116448,143321,71661,93159,114657,0,0,0,2104028
3464,21,4,29,0,5,0,0,0,0,0,0,2,5,SINOVECTOMIAS QUIRURGICAS DE CODO O MUÑECA O                ,134160,67080,174410,107330,214660,147580,107328,139528,171728,26832,34882,42932,0,0,0,0,0,0,2104029
3466,21,4,30,0,5,33640,16820,43730,26910,53820,37000,2,6,"SINOVECTOMIAS QUIRURGICAS DE RODILLA O CADERA U HOMBRO, C/U ",142740,71370,185560,114190,228380,157010,114192,148448,182704,28548,37112,45676,0,0,0,0,0,0,2104030
3469,21,4,31,0,5,50330,25170,65430,40270,80530,55370,2,9,EPINEURORRAFIA MICROQUIRURGICA CON MAGNIFICACION CUALQUIER  ,176260,88130,229140,141010,282020,193890,141008,183312,225616,35252,45828,56404,0,0,0,0,0,0,2104031
3472,21,4,33,0,5,0,0,0,0,0,0,1,3,BIOPSIA OSEA POR PUNCION                                    ,28530,14270,37090,22830,45650,31390,28530,37090,45650,0,0,0,0,0,0,0,0,0,2104033
3473,21,4,34,0,5,0,0,0,0,0,0,2,5,BIOPSIA OSEA QUIRURGICA                                     ,137970,68990,179360,110380,220750,151770,110376,143488,176600,27594,35872,44150,0,0,0,0,0,0,2104034
3474,21,4,35,0,5,0,0,0,0,0,0,1,2,BIOPSIA SINOVIAL O MUSCULAR POR PUNCION                     ,28530,14270,37090,22830,45650,31390,28530,37090,45650,0,0,0,0,0,0,0,0,0,2104035
3475,21,4,36,0,5,0,0,0,0,0,0,1,4,BIOPSIA SINOVIAL O MUSCULAR QUIRURGICA                      ,35730,17870,46450,28590,57170,39310,35730,46450,57170,0,0,0,0,0,0,0,0,0,2104036
3476,21,4,37,0,5,0,0,0,0,0,0,1,4,BIOPSIA VERTEBRAL POR PUNCION                               ,57010,28510,74110,45610,91220,62720,57010,74110,91220,0,0,0,0,0,0,0,0,0,2104037
3478,21,4,38,0,5,30990,15500,40290,24800,49580,34090,2,4,REGULARIZACION DE MUÑON DE AMPUTACION                       ,113420,56710,147450,90740,181470,124760,90736,117960,145176,22684,29490,36294,0,0,0,0,0,0,2104038
3479,21,4,39,0,5,30990,15500,40290,24800,49580,34090,2,5,"OSTEOCONDROSIS O EPIFISITIS, TRAT. QUIR.                    ",113420,56710,147450,90740,181470,124760,90736,117960,145176,22684,29490,36294,0,0,0,0,0,0,2104039
3483,21,4,40,0,5,62870,31440,81730,50300,100590,69160,3,11,AMPUTACION INTERESCAPULO-TORACICA                           ,291510,145760,378960,233210,466420,320670,201042,261352,321669,50260,65338,80417,40208,52270,64334,0,0,0,2104040
3484,21,4,41,0,5,38700,19350,50310,30960,61920,42570,3,10,DESARTICULACION ESCAPULO-HUMERAL                            ,190450,95230,247590,152370,304720,209500,131345,170752,210152,32836,42688,52538,26269,34150,42030,0,0,0,2104041
3485,21,4,42,0,5,56070,28040,72890,44860,89710,61680,3,10,"ENDOPROTESIS TOTAL DE HOMBRO,(CUALQUIER TECNICA)            ",204340,102170,265640,163470,326940,224770,140924,183200,225476,35231,45800,56369,28185,36640,45095,0,0,0,2104042
3486,21,4,44,0,5,40860,20430,53120,32690,65380,44950,3,7,"FRACTURA CUELLO HUMERAL, TRAT. QUIR.                        ",201060,100530,261380,160850,321700,221170,138662,180262,221862,34666,45066,55466,27732,36052,44372,0,0,0,2104044
